"제어번호","제목","저자","발행처","발행년도","ISBN번호","분류기호","대출횟수"
"000000298214","구운몽","김만중 지음","민음사","2003","9788937460722","8","2"
"000000048058","구체의 뱀 :미치오 슈스케 장편소설","미치오 슈스케 [지음]","학산문화사","2012","9788925871486","8","2"
"000000005912","구해줘 :기욤 뮈소 장편소설","기욤 뮈소 지음","밝은세상","2011","9788984370753","8","2"
"000000658432","국가 =Republic","플라톤 저","올재","2013","9788997876198","1","2"
"000001371408","국민화가를 찾아 떠나는 세계 여행 :명화에 담긴 역사와 문화 예술 이야기","이명옥 지음","Sigongart : 시공사","2019","9788952736246","6","2"
"000001137432","굿 라이프 :내 삶을 바꾸는 심리학의 지혜 =The good life","최인철 지음","북이십일: 21세기북스","2018","9788950975913","1","2"
"000000524404","그 영화 같이 볼래요 : 영화가 끝나고 시작된 진짜 영화 이야기 시네마톡","김영진","한겨레출판","2013","9788984317406","6","2"
"000001384803","그녀 클로이 :마르크 레비 장편소설","마르크 레비 지음","작가정신","2020","9791160261646","8","2"
"000001301015","그들은 왜 극단적일까 :사회심리학자의 눈으로 본 극단주의의 실체","김태형 지음","을유문화사","2019","9788932473963","3","2"
"000000253376","그들이 그렇게 연애하는 까닭","아미르 레빈","랜덤하우스코리아","2011","9788925545042","1","2"
"000001374954","그때 그들 [비디오녹화자료]","파올로 소렌티노 [감독]","인조인간 [제작/판매]","2020","","6","2"
"000000152100","그레이의 50가지 그림자 .1","E. L. 제임스 지음","시공사","2012","9788952766441","8","2"
"000000152102","그레이의 50가지 그림자 .2","E. L. 제임스 지음","시공사","2012","9788952766458","8","2"
"000000006027","그리고 아무도 없었다","애거서 크리스티 [지음]","해문출판사","2006","8938201015","8","2"
"000000523903","근육운동가이드 프리웨이트 : 근육과 힘을 만드는 가장 빠르고 정확한 200가지 프리웨이트 운동법!","프레데릭 데라비에","삼호미디어","2013","9788978494915","5","2"
"000000018075","기발한 발상 하늘을 움직이다","시마다 소지 지음","시공사","2011","9788952760920","8","2"
"000001221529","기본맥점으로 수보기에 강해져라 :기본에 충실하면 기력향상은 저절로 따라온다!","이하림 지음","더디퍼런스","2018","9791161250809","6","2"
"000001373527","기생충 세계에서 살아남기 .1 =Survival in parasite","곰돌이 co. 글","Mirae N 아이세움 : 미래엔","2017","9791162333761","4","2"
"000001373552","기생충 세계에서 살아남기 .2 =Survival in parasite","곰돌이 co. 글","Mirae N 아이세움 : 미래엔","2018","9791162334690","4","2"
"000000592869","기억 전달자","로이스 로리 글","비룡소","2007","9788949120744","8","2"
"000001374159","기울어진 교육 :부모의 합리적 선택은 어떻게 불평등을 심화시키는가?","마티아스 도프케","메디치 : 메디치미디어","2020","9791157061921","3","2"
"000001384557","기차 타고 부산에서 런던까지","정은주 글","키다리","2019","9791157852642","9","2"
"000000722165","기초병리학 =Basic pathology","곽성규","정문각","2015","9788977425712","5","2"
"000001320001","기후와 문명 =Climate & civilization","노의근 지음","연세대학교 대학출판문화원","2019","9788968502729","4","2"
"000001359328","긴즈버그의 말 :평등을 향해 걸어온 대법관의 목소리","루스 베이더 긴즈버그","마음산책","2020","9788960906044","3","2"
"000000018280","김밥 파는 CEO :무일푼에서 700억 기업체를 키운 비즈니스 지혜","김승호 지음","황금사자","2010","9788996222682","3","2"
"000001242234","김석동의 한민족 DNA를 찾아서 :유라시아 대초원에 펼쳐진 북방제국의 역사와 한민족의 기원을 추적하다","김석동 지음","김영사","2018","9788934984108","9","2"
"000000681641","김이나의 작사법 :우리의 감정을 사로잡는 일상의 언어들","김이나 [지음]","문학동네","2015","9788954635608","6","2"
"000001376052","김지은입니다 :안희정 성폭력 고발 554일간의 기록","김지은 지음","봄알람","2020","9791189623036","3","2"
"000001372263","깊은 바다 프리다이버 :지구 가장 깊은 곳에서 만난 미지의 세계","제임스 네스터 지음","글항아리","2019","9788967356552","6","2"
"000001103562","깡샘의 코틀린 프로그래밍","강성윤 지음","루비페이퍼","2018","9791186710272","0","2"
"000000894743","꽃도감 :꽃집에서 인기 있는 꽃 421종","몽소 플뢰르 감수","한스미디어","2016","9788959759804","4","2"
"000001370243","꿀벌 마야의 모험","발데마르 본젤스 지음","인디고","2019","9791159350573","8","2"
"000000044157","꿈꾸는 책들의 도시 :차모니아 출신 힐데군스트 폰 미텐메츠의 장편소설","발터 뫼르스 지음","들녘","2011","9788975279638","8","2"
"000000177084","꿈의 실현 고속철도 시대를 열다","한국철도시설공단 엮음","중심","2004","8989524369","5","2"
"000000182161","나 슈퍼맨","최형미 글","좋은책어린이","2012","9788928307036","8","2"
"000000152005","나는 남들과 무엇이 다른가","정철윤 지음","8.0","2012","9788996947417","3","2"
"000001297502","나는 누구인가 :순진무구한 나를 재발견하기 위한 오쇼의 명상 강의","오쇼 강의","젠토피아","2019","9791185151359","1","2"
"000001271087","나는 매주 시체를 보러 간다 :서울대학교 최고의‘죽음’강의","유성호 지음","21세기북스: 북이십일","2019","9788950979409","1","2"
"000001359079","나는 무조건 합격하는 공부만 한다 :26살 9개월 만에 사법시험을 패스한 이윤규 변호사의 패턴 공부법","이윤규 지음","비즈니스북스","2019","9791162541210","3","2"
"000000405249","나는 사실대로 말했을 뿐이야!","패트리샤 맥키삭 글","고래이야기","2013","9788991941380","8","2"
"000001369575","나는 스마트폰으로 매일 인생사진 찍는다 :일상을 화보로 만들어주는 책","방쿤 지음","T.W.I.G(티더블유아이지)","2019","9791195733781","6","2"
"000000856888","나는 왜 무기력을 되풀이하는가 :에리히 프롬 진짜 삶을 말하다","에리히 프롬 지음","나무생각","2016","9791186688519","1","2"
"000000707565","나는 왜 이렇게 산만해졌을까 :디지털 시대 빼앗긴 집중력을 되찾기 위한 조언","알렉스 수정 김 방 지음","시공사","2014","9788952772022","3","2"
"000001024627","나는 질병없이 살기로 했다 :독소를 청소하면 왜 병과 비만은 사라지는가?","하비 다이아몬드 지음","사이몬북스","2017","9791187330011","5","2"
"000001351631","나는 하버드 심리상담사입니다","웨샤오둥 지음","세종: 세종서적","2019","9788984077690","1","2"
"000001383677","나는 한 달에 1kg만 빼기로 했다 :나를 위한 건강한 다이어트를 시작하다","이지은 지음","Booksgo(북스고)","2020","9791189612580","5","2"
"000001371721","나를 아프게 하는 사람은 버리기로 했다 :불편한 사람과 상처 없이 멀어지는 관계 정리법","양지아링 지음","심플라이프","2019","9791186757529","1","2"
"000001048745","나에게 맞는 미니멀 라이프","아키 지음","웅진리빙하우스","2018","9788901220765","5","2"
"000001384974","나의 다정하고 무례한 엄마 :엄마가 준 상처로부터 따뜻하게 나를 일으키는 감정 수업","이남옥 지음","라이프앤페이지","2020","9791197024108","1","2"
"000001368101","나의 라임오렌지나무","이희재 만화","양철북: 양철북출판사","2019","9788963723037","8","2"
"000001369866","나의 문구 여행기 :좋아하는 것을 좋아하는 용기에 대하여","문경연 지음","뜨인돌: 뜨인돌출판","2020","9788958077466","6","2"
"000001094655","나의 최소주의 생활 :연연하지 말 것 낭비하지 말 것 신경쓰지 말 것","샤오예 지음","청림출판","2018","9788935212040","1","2"
"000001360183","나이듦에 관하여","루이즈 애런슨 지음","Being : 로크미디어","2020","9791135459146","3","2"
"000000705716","나이트 스쿨","리처드 와이즈먼 지음","와이즈베리","2015","9788937834912","1","2"
"000001393657","나치 오버로드 [비디오녹화자료]","롭 팔라티나 [감독]","Cineon media [제작]","2020","","6","2"
"000000989792","남경사건 :일본군은 왜 남경대학살을 강행했는가","가사하라 도쿠시 지음","어문학사","2017","9788961844321","9","2"
"000001311410","남들은 모르는 미술 전공 이론 :미대입시?교원임용을 위한 교양도서 .2 동양미술사?한국미술사?동양 표현","남정덕","미진사","2019","9788940805817","6","2"
"000001341217","남북탐구생활 :통일을 준비하는 생활 상식 만화 .1 학교와 일상","김덕우","MiraeN 아이세움 : 미래엔","2018","9791162338162","3","2"
"000001368738","남해안 둘레길 :걷고 먹고 바라본 여행","블루스트리트 저","리테일앤인사이트","2019","9791195943685","9","2"
"000001393593","낯선 사람들의 품속으로 [비디오녹화자료]","마크 조나단 해리스 [감독]","다온미디어 [제작 및 판매]","2020","","6","2"
"000001231223","내 사주에 재물운이 있을까? :재물운을 찾아 투자하는 신개념 재테크","강병욱 지음","빈티지하우스","2018","9791189249076","1","2"
"000001221202","내 아이를 믿는다는 것 :강요하지 않을 때 비로소 성장한다","다나카 시게키 지음","다봄","2018","9791185018546","5","2"
"000001319567","내 안경이 왜 이래 :안경 장인이 알려주는 안경의 모든 것","최병무 지음","Raon Book : 라온아시아","2019","9791189089733","5","2"
"000001367823","내 안에 공룡이 있어요!","다비드 칼리 글","진선아이 : 진선출판사","2019","9788972215950","8","2"
"000000572709","내 옆에는 왜 이상한 사람이 많을까?","모니카 비트블룸","동양북스","2014","9791157030101","1","2"
"000000300529","내 이름은 삐삐 롱스타킹","아스트리드 린드그렌 글","시공사","2011","9788952761071","8","2"
"000001360444","내 주위에는 왜 멍청이가 많을까 :세상을 위협하는 멍청함을 연구하다","장 프랑수아 마르미옹 지음","시공사","2020","9788952756879","1","2"
"000001368142","내 친구 얀네 :스웨덴 아동 문학","페테르 폴 지음","썰물과밀물","2019","9791188485055","8","2"
"000000989945","내 한 표에 세상이 바뀐다고? :정치 외교학","김준형 글","비룡소","2016","9788949153636","0","2"
"000001048874","내가 누군지도 모른 채 마흔이 되었다 :인생의 중간항로에서 만나는 융 심리학","제임스 홀리스 [지음]","길벗: 더퀘스트","2018","9791160503944","1","2"
"000001047844","내가 사랑한 백제 :백제의 옛 절터에서 잃어버린 고대 왕국의 숨결을 느끼다","이병호 지음","다산북스 : 다산초당","2017","9791130615059","9","2"
"000001234846","내가 얼마나 많은 영혼을 가졌는지 :페르난두 페소아 시가집","페르난두 페소아 지음","문학과지성사","2018","9788932034690","8","2"
"000000724899","내가 제일 잘나가!  ","임근희 글","좋은책신사고 좋은책어린이","2014","9788928307197","8","2"
"000000174473","내가 조금 불편하면 세상은 초록이 돼요","김소희 글","토토북","2012","9788990611734","5","2"
"000001006929","내일은 실험왕 :본격 대결 과학실험 만화 .? 속도와 속력","스토리 a. 글","미래엔(MiraeN): 아이세움","2017","9788937838347","4","2"
"000000943837","냉정한 이타주의자 :세상을 바꾸는 건 열정이 아닌 냉정이다","윌리엄 맥어스킬 지음","부키","2017","9788960515833","1","2"
"000001027167","너는 사람들을 도와주며 살고 싶니? :사회 복지학","박병현 글","비룡소","2016","9788949153643","0","2"
"000001027168","너도 작가가 되고 싶니? :문학","강유정 글","비룡소","2016","9788949153650","0","2"
"000001219345","너무 재밌어서 잠 못 드는 심리학 사전","스벤야 아이젠브라운 지음","아름다운사람들: 생각의길","2018","9788965134961","1","2"
"000000298201","넙치 .2","귄터 그라스 지음","민음사","2002","9788937460647","8","2"
"000000035961","네가 잃어버린 것을 기억하라 :시칠리아에서 온 편지","김영하 글ㆍ사진","랜덤하우스코리아","2009","9788925531526","9","2"
"000000786813","네메시스 :요 네스뵈 장편소설","요 네스뵈 지음","비채","2015","9791185014913","8","2"
"000001393599","노 원 킬드 제시카 [비디오녹화자료]","라즈 쿠마르 굽타 [감독]","무비아트 [제작/판매]","2020","","6","2"
"000000333919","노르웨이의 숲","무라카미 하루키 지음","민음사","2013","9788937463105","8","2"
"000000655880","노비에서 양반으로 그 머나먼 여정 :어느 노비 가계 2백 년의 기록","권내현 지음","역사비평사","2014","9788976965479","9","2"
"000001372874","노자 :실증적 『노자』 읽기","리링 지음","글항아리","2019","9788967356750","1","2"
"000000940246","노터리어스 RBG :루스 베이더 긴즈버그의 삶과 시대","아이린 카먼","글항아리","2016","9788967353865","3","2"
"000000721179","논리는 나의 힘 :생각의 힘을 길러 주는 논리 학습의 결정판","최훈 지음","우리학교","2015","9788994103877","1","2"
"000000825306","논어","공자 지음","홍익출판사","2015","9788970654904","1","2"
"000000298134","농담","밀란 쿤데라 지음","민음사","1999","9788937460296","8","2"
"000000037070","뇌 :베르나르 베르베르 장편소설 .상","베르나르 베르베르 지음","열린책들","2008","9788932906720","8","2"
"000000037072","뇌 :베르나르 베르베르 장편소설 .하","베르나르 베르베르 지음","열린책들","2008","9788932906737","8","2"
"000001371491","뇌는 달리고 싶다 :불안과 스트레스를 잠재우고 집중력과 창의성을 끌어올리는 운동의 뇌과학","안데르스 한센 지음","반니","2019","9791190467001","5","2"
"000001383398","뇌의 진화 신의 출현 :초기 인류와 종교의 기원","E. 풀러 토리 지음","갈마바람","2019","9791196403867","2","2"
"000001340910","누구나 쉽게 SQL :재미있게 술술 읽으면서 이해하는 SQL 이야기 =A common-sense guide to SQL","홍형경 지음","길벗","2019","9791160508161","0","2"
"000000821239","누구나 쉽게 배우는 웹사이트 디자인의 비밀 :레이아웃 색 텍스처 타이포그래피 이미지 사용법","제이슨 비어드","인사이트","2015","9788966261468","0","2"
"000001303922","누구나 쉽게 배우는 자바스크립트 :놀면서 배우는 프로그래밍","닉 모건 지음","BJpublic(비제이퍼블릭)","2015","9791186697030","0","2"
"000001028079","누워서 읽는 법학 .민사법 제1권 민사법의 기초 =Introduction to civil law : basic civil law","김해마루 [지음]","로스타트","2017","9791186318188","3","2"
"000000157289","눈물바다","서현 글?그림","사계절","2012","9788958284055","8","2"
"000001383634","뉴턴의 아틀리에 :과학과 예술 두 시선의 다양한 관계 맺기","김상욱","민음사","2020","9788937491214","6","2"
"000001334485","다 푼다 카카오프렌즈 :재미up 실력up 수학 체험 만화 .1 길이 재기 - 세 자리 수 연산","김혜성 글","대원키즈 : 대원씨아이","2019","9791136202611","4","2"
"000001360450","다가오는 유럽의 위기와 지정학 :브렉시트 유럽연합의 와해 그리고 독일 문제의 재부상","조지 프리드먼 지음","김앤김북스","2020","9788989566786","3","2"
"000001371799","다르게 살기 위해 버렸습니다 :미니멀 라이프를 위한 정리의 기술","심지은 지음","경향BP(경향비피)","2019","9788969523761","5","2"
"000001359852","다산 자네에게 믿는 일이란 무엇인가 :'배교자' 이승훈의 편지","윤춘호 지음","푸른역사","2019","9791156121589","9","2"
"000001341161","다시 버리기로 마음먹었다 :끊고 버리고 벗어나는 정리 생활","야마시타 히데코 지음","망고나무","2019","9791188279548","5","2"
"000001295472","다시 쓸 수 있을까 :77세에 글을 잃어버린 작가 테오도르","테오도르 칼리파티데스 지음","어크로스: 어크로스출판그룹","2019","9791196587376","8","2"
"000000708231","다시찾는 우리역사","한영우 지음","경세원","2014","9788983411068","9","2"
"000000019028","다우 & 나스닥 제대로 읽는 법 =Dow & Nasdaq","김희욱 지음","가디언","2011","9788996466475","3","2"
"000000827321","다이어트 불변의 법칙 :왜 야생동물은 병과 비만이 없는가?","하비 다이아몬드 지음","사이몬북스","2016","9788995912430","5","2"
"000000002696","다잉 아이 =Dying eye","히가시노 게이고 지음","재인","2010","9788990982407","8","2"
"000000198712","다주마 JLPT N2 문법","윤일 지음","와이엘에듀케이션","2012","9788998002039","7","2"
"000001374950","닥터 슬립 [비디오녹화자료]","마이크 플래너건 [감독]","해리슨앤컴퍼니 [제조 및 판매]","2020","","6","2"
"000000249235","단서를 찾아라 .1 문어 섬의 비밀","율리안 프레스 글?그림","푸른날개","2011","9788965590170","8","2"
"000000815851","단테의 신곡 :영혼의 구원을 노래한 불멸의 고전","알리기에리 단테 지음","황금부엉이","2016","9788960304482","8","2"
"000001375640","달나라에 사는 여인 [비디오녹화자료]","니콜 가르시아 [감독]","알스컴퍼니 [제작/판매]","2020","","6","2"
"000000298420","달콤 쌉싸름한 초콜릿","라우라 에스키벨 지음","민음사","2007","9788937461088","8","2"
"000001331895","당신은 뇌를 고칠 수 있다 :매주 1시간 투자하여 최상의 기억력 생산성 수면을 얻는 법","톰 오브라이언 지음","Bronstein: 로크미디어","2019","9791135442414","5","2"
"000001370740","당신의 운동은 몸개그였다 :바디 스컬터 Ryu가 알려 주는 셀프 체형 교정 운동과 다이어트","유창성 지음","망고나무","2019","9791188279340","5","2"
"000000878496","당신이 병드는 이유 :현대 영약학의 몰락과 건강","콜린 캠벨","열린과학","2016","9788992985536","5","2"
"000000334364","당제국의 개방과 창조","이해원 지음","서강대학교 출판부","2013","9788972732211","9","2"
"000001304073","대변동 :위기 선택 변화: 무엇을 선택하고 어떻게 변화할 것인가","재레드 다이아몬드 지음","김영사","2019","9788934995791","3","2"
"000000824531","대상관계이론과 자기심리학","Michael St. Clair 지음","센게이지러닝코리아","2015","9788962182323","1","2"
"000000656930","대성당 :레이먼드 카버 소설","레이먼드 카버 [지음]","문학동네","2014","9788954625296","8","2"
"000000162038","대중의 지혜","제임스 서로위키 지음","랜덤하우스중앙","2007","895757980x","3","2"
"000000637048","대지","펄 S. 벅 지음","길산","2014","9788991291362","8","2"
"000000005994","대지","펄 벅 지음","소담출판사","2010","9788973815630","8","2"
"000001393580","대지진 [비디오녹화자료]","사릭 안드레아시안 [감독]","알스컴퍼니 [제작/판매]","2020","","6","2"
"000000495992","대통령의 글쓰기","강원국","메디치","2014","9788994612959","3","2"
"000000665139","대화의 신 :토크계의 전설 래리 킹에게 배우는 말하기의 모든 것","래리 킹 지음","위즈덤하우스","2015","9788960867680","8","2"
"000001384533","더 좋은 삶으로 가는 더 좋은 생각 =Going better places","민준건 글","가현정북스","2019","9791188494088","1","2"
"000001375628","더 키친 [비디오녹화자료]","앤드리아 벌로프 [감독]","해리슨앤컴퍼니 [제조 및 판매]","2019","","6","2"
"000001346752","더 페이버릿 :여왕의 여자 [비디오녹화자료]","요르고스 란티모스 감독","그린나래미디어 [제공]","2019","","6","2"
"000000037780","더블 판타지 :무라야마 유카 장편소설 =Double fantasy","무라야마 유카 지음","동화출판사","2010","9788943103798","8","2"
"000001375594","데드 돈 다이 [비디오녹화자료]","짐 자무쉬 [감독]","해리슨 앤 컴퍼니 [제조 및 판매]","2019","","6","2"
"000001370332","데미안","헤르만 헤세 지음","스타북스","2019","9791157954919","8","2"
"000001370125","데미안","헤르만 헤세 지음","아이템비즈","2019","9791157771080","8","2"
"000000637052","데미안 :에밀 싱클레어의 젊은 날 이야기","헤르만 헤세 지음","꿈결","2014","9788998400255","8","2"
"000001272803","데이터 과학을 위한 통계 :데이터 분석에서 머신러닝까지 50가지 핵심 개념","피터 브루스","한빛미디어","2018","9791162240984","0","2"
"000001271089","데이터 분석 준전문가 ADsP 한 권으로 끝내기 :기출+예상문제 300","김계철 지음","황소걸음아카데미","2018","9791186821244","0","2"
"000001223369","데이터 분석의 힘 :그 많은 숫자들은 어떻게 전략이 되는가","이토 고이치로 지음","인플루엔셜","2018","9791186560792","4","2"
"000000157863","도깨비를 다시 빨아버린 우리 엄마","사토 와키코 글.그림","한림","2012","9788970943824","8","2"
"000001297609","도덕경 :무위(無爲)와 자연(自然)을 주창한 동양 철학의 정수: 나를 나로 살아가게 하는 인생의 길라잡이","노자 [지음]","현대지성","2019","9791187142676","1","2"
"000001311963","도서관 메이커스페이스","데레사 윌링햄 지음","태일사","2019","9791187268314","0","2"
"000000157713","도서관에 간 사자","미셸 누드슨 글","웅진주니어","2007","9788901060316","8","2"
"000001221222","도시숲 조경관리 전문가 되기 :도시숲 조경관리 이론과 실전","임종택 지음","해조음","2018","9788992745697","5","2"
"000000002491","도쿠가와 이에야스 .2부-6 웅비: 운명의 별자리","야마오카 소하치 원작","에이케이커뮤니케이션즈","2007","8987103145","8","2"
"000000002490","도쿠가와 이에야스 .2부-7 웅비: 도리이 스네에몬","야마오카 소하치 원작","에이케이커뮤니케이션즈","2007","8987103145","8","2"
"000000002489","도쿠가와 이에야스 .2부-8 웅비: 낙일(落日) 의 전후","야마오카 소하치 원작","에이케이커뮤니케이션즈","2007","8987103145","8","2"
"000000002488","도쿠가와 이에야스 .2부-9 웅비: 정략(政略)","야마오카 소하치 원작","에이케이커뮤니케이션즈","2007","8987103145","8","2"
"000000002487","도쿠가와 이에야스 .3부-10 천하통일: 인간으로서의 탑","야마오카 소하치 원작","에이케이커뮤니케이션즈","2007","8987103145","8","2"
"000000002486","도쿠가와 이에야스 .3부-11 천하통일: 돌풍전야","야마오카 소하치 원작","에이케이커뮤니케이션즈","2007","8987103145","8","2"
"000000002485","도쿠가와 이에야스 .3부-12 천하통일: 반쪽만 남은 오동잎","야마오카 소하치 원작","에이케이커뮤니케이션즈","2007","8987103145","8","2"
"000000002484","도쿠가와 이에야스 .3부-13 천하통일: 전야(前夜) 의 결단","야마오카 소하치 원작","에이케이커뮤니케이션즈","2007","8987103145","8","2"
"000001235147","독도가 우리 땅일 수밖에 없는 12가지 이유","윤문영 글?그림","단비어린이: 가치창조","2018","9788963011608","9","2"
"000000720674","독서력 무엇을 어떻게 읽어야 하는가","사이토 다카시 지음","웅진지식하우스","2015","9788901181530","0","2"
"000001131282","독소를 비우는 몸 :비만과 독소를 한번에 해결하는 완벽한 단식의 기술","제이슨 펑","라이팅하우스","2018","9788998075545","5","2"
"000001238500","독일 녹색당/좌파당 강령집 :전진(vorwarts)?","전종덕","백산서당","2018","9788973275328","3","2"
"000001359642","독일생활백서 :독깨비가 알려주는 독일 샐전 생활의 꿀팁!","우상덕 [지음]","메이드마인드","2019","9791196409180","9","2"
"000001375022","돈 [비디오녹화자료] =Money","박누리 [감독]","인조인간 [제작/판매]","2019","","6","2"
"000001375596","돈' 워리 [비디오녹화자료]","구스 반 산트 [감독]","알스컴퍼니 [제작/판매]","2019","","6","2"
"000000002772","돈으로 살 수 없는 것들 :무엇이 가치를 결정하는가","마이클 샌델 [지음]","와이즈베리: 미래엔","2012","9788937833663","1","2"
"000000665160","돈키호테 .1","미겔 데 세르반테스 사아베드라 지음","열린책들","2014","9788932916804","8","2"
"000000706194","돌봄의 영성 :조건 없이 사랑받고 사랑하는 하루","헨리 나우웬 지음","두란노","2014","9788953120105","2","2"
"000000038307","동급생 :히가시노 게이고 장편소설","히가시노 게이고 지음","창해","2011","9788979198188","8","2"
"000001096835","동물 박물관 :내 책상 위 자연사 박물관","케이티 스콧 그림","비룡소","2017","9788949151335","4","2"
"000000157621","동물 해방","피터 싱어 지음","연암서가","2012","9788994054278","4","2"
"000001171927","동물은 인간에게 무엇인가 :인간과 동물의 관계를 통찰하는 인간동물학 집대성","마고 드멜로 지음","공존","2018","9791196301415","3","2"
"000000872593","두려움을 담는 봉투","질 티보 글","천개의 바람","2016","9788997984916","8","2"
"000000201404","듄 .8 듄의 아이들","프랭크 허버트 저","황금가지","2002","8982733582","8","2"
"000000201386","듄 .9 듄의 아이들","프랭크 허버트 저","황금가지","2002","8982733590","8","2"
"000001360392","디오게네스 변주곡","찬호께이 [지음]","한스미디어 : 한즈미디어","2020","9791160074659","8","2"
"000000725162","디자인은 공감이라고? :디자인학","김상규 글","비룡소","2014","9788949153599","0","2"
"000000010711","디지털도서관 운영론 =Digitallibrary","이수상 저","한국도서관협회","2008","9788976781147","0","2"
"000001346762","디트로이트 [비디오녹화자료]","캐서린 비글로우 감독","그린나래미디어 [제공]","2019","","6","2"
"000001339653","딩씨 마을의 꿈 :옌롄커 장편소설","옌롄커 [지음]","자음과모음","2019","9788954439763","8","2"
"000001295998","딱 1년만 옷 안사고 살아보기 :스트레스를 쇼핑으로 풀던 그녀 비우고 다시 채우는 1년 프로젝트에 도전하다","임다혜 지음","잇콘","2019","9791196630409","5","2"
"000000538739","딱 걸렸다 임진수","송언 글","문학동네","2012","9788954615907","8","2"
"000001096839","땅속 세상 ; 물속 세상","알렉산드라 미지엘린스카","길벗어린이","2017","9788955824100","4","2"
"000000991322","떠나간 자와 머무른 자","엘레나 페란테 지음","한길사","2017","9788935670314","8","2"
"000001375533","라플라스의 마녀 [비디오녹화자료]","미이케 타카시 [감독]","미디어허브 [제작]","2019","","6","2"
"000000943832","랩걸 :나무 과학 그리고 사랑","호프 자런 [지음]","알마 출판사(Alma)","2017","9791159920967","4","2"
"000001368785","러시아 왕조 :러시아 역사 속 군주 이야기 : 60 story of monarchs in Russian history","황성우","인문과교양","2019","9791185939629","9","2"
"000000039599","레몬 :히가시노 게이고 장편소설","히가시노 게이고 지음","랜덤하우스","2010","9788991207554","8","2"
"000000085383","레몬으로 돈 버는 법 .1 어린이가 배우는 경제 개념과 시장 경제 원리","루이스 암스트롱 글","비룡소","2011","9788949170534","3","2"
"000000284609","레미제라블 =Les Miserables","빅토르 위고 저","더클래식","2013","9788998244460","8","2"
"000001359183","로마인 이야기 .1 로마는 하루아침에 이루어지지 않았다 =Res Gestae Populi RomaniⅠ:Roma non uno die aedificata est","시오노 나나미 지음","한길사","2019","9788935610242","9","2"
"000001359181","로마인 이야기 .4 율리우스 카이사르 상 =Res Gestae Populi Romani Ⅳ: C.Iulius Caesar","시오노 나나미 지음","한길사","2019","9788935610273","9","2"
"000000034751","로마인 이야기 .5 율리우스 카이사르 하","시오노 나나미 지음","한길사","1996","9788935610822","9","2"
"000000851322","로스팅 크래프트 :새로운 시대의 커피 로스팅 =Roasting craft : new guidelines for a professional coffee roaster","유승권 지음","아이비라인","2016","9788993461299","5","2"
"000001375619","롱샷 [비디오녹화자료]","조나단 레빈 [감독]","노바미디어[제작/판매]","2019","","6","2"
"000001300053","루쉰 잡문선","루쉰 지음","Xbooks(엑스북스)","2018","9791186846407","8","2"
"000001374937","루스 베이더 긴즈버그 :나는 반대한다 [비디오녹화자료]","벳시 웨스트","인조인간 [제작/판매]","2020","","6","2"
"000000751154","루팡 3세 VS 명탐정 코난 [비디오녹화자료] =Lupin The Third Detective Conan","카메가키 하지메 감독","버즈픽쳐스","2015","","6","2"
"000001235182","르네상스 미술가평전 .1","조르조 바사리 [지음]","한길사","2018","9788935664696","6","2"
"000001185765","리액트 교과서 :기본기에 충실한 리액트 입문서!","아자트 마르단 지음","길벗","2018","9791160504828","0","2"
"000000298396","리어왕","지은이: 윌리엄 셰익스피어","민음사","2005","9788937461279","8","2"
"000001320336","리얼트립 제주 :지금 가장 핫한 제주 여행 코스 31 =Real trip Jeju","송세진 글?사진","북탐","2019","9791161781358","9","2"
"000001234925","리오넬 메시 =Lionel Messi","최재훈 글","스튜디오다산: 다산어린이","2016","9791156393535","9","2"
"000000495930","리추얼 : 세상의 방해로부터 나를 지키는 혼자만의 의식","메이슨 커리 지음","책읽는수요일","2014","9788962606317","1","2"
"000001008796","린다 살인사건의 린다 :레이프 페르손 장편소설 .1","레이프 페르손 [지음]","문학동네: 엘릭시르","2017","9788954645843","8","2"
"000001342836","릴로 앤 스티치 [비디오녹화자료]","크리스 샌더스 [감독]","Panasonic [제조]","2003","","6","2"
"000001339185","링곤베리 소녀","수산네 얀손 지음","검은숲 : 시공사","2019","9788952738882","8","2"
"000001113149","마녀체력 :마흔 여자가 체력을 키워야 할 때","이영미 지음","남해의봄날","2018","9791185823270","5","2"
"000001342572","마도조사 :묵향동후 장편소설 .2","묵향동후 [지음]","BLap : 디앤씨미디어","2019","9791127852122","8","2"
"000001355270","마도조사 :묵향동후 장편소설 .3","묵향동후 [지음]","BLap : 디앤씨미디어","2019","9791127853068","8","2"
"000000557586","마법 같은 선물이야","황선미 글","시공주니어: 시공사","2014","9788952780287","8","2"
"000000293036","마법의 시간여행 .48 지진에서 판다를 구하라!","메리 폽 어즈번 저","비룡소","2012","9788949185200","8","2"
"000000850022","마음의 탄생 :알파고는 어떻게 인간의 마음을 훔쳤는가?","레이 커즈와일 [지음]","크레센도","2016","9791195420452","0","2"
"000001374952","마이 블라인드 라이프 :당신이 특별해지는 순간 [비디오녹화자료]","마크 로테문트 [감독]","cineon media [제작]","2020","","6","2"
"000001219242","마이크로카피 :UX 디자이너의 글쓰기","킨너렛 이프라 지음","에이콘출판: 에이콘","2018","9791161751290","0","2"
"000000786905","마인크래프트 :공식가이드북 .[2] 건축 편","Mojang [지음]","영진닷컴","2015","9788931448047","6","2"
"000000016310","마흔이후 :나의 가치를 발견하다","소노 아야코 지음","리수","2012","9788990449849","1","2"
